geneBioID	ProteinBioCynId
FBGN0031201	FBGN0031201-MONOMER
FBGN0037731	FBGN0037731-MONOMER
FBGN0030618	FBGN0030618-MONOMER
FBGN0031627	FBGN0031627-MONOMER
FBGN0037764	FBGN0037764-MONOMER
FBGN0030100	FBGN0030100-MONOMER
FBGN0085211	FBGN0085211-MONOMER
FBGN0035411	FBGN0035411-MONOMER
FBGN0051544	FBGN0051544-MONOMER
FBGN0036236	FBGN0036236-MONOMER
FBGN0034023	FBGN0034023-MONOMER
FBGN0039217	FBGN0039217-MONOMER
FBGN0259200	FBGN0259200-MONOMER
FBGN0030491	FBGN0030491-MONOMER
FBGN0058359	FBGN0058359-MONOMER
FBGN0036305	FBGN0036305-MONOMER
FBGN0058138	FBGN0058138-MONOMER
FBGN0050484	FBGN0050484-MONOMER
FBGN0033513	FBGN0033513-MONOMER
FBGN0033713	FBGN0033713-MONOMER
FBGN0037197	FBGN0037197-MONOMER
FBGN0035587	FBGN0035587-MONOMER
FBGN0031429	FBGN0031429-MONOMER
FBGN0038784	FBGN0038784-MONOMER
FBGN0035752	FBGN0035752-MONOMER
FBGN0085252	FBGN0085252-MONOMER
FBGN0083968	FBGN0083968-MONOMER
FBGN0030889	FBGN0030889-MONOMER
FBGN0032407	FBGN0032407-MONOMER
FBGN0031365	FBGN0031365-MONOMER
FBGN0039637	FBGN0039637-MONOMER
FBGN0052207	FBGN0052207-MONOMER
FBGN0034411	FBGN0034411-MONOMER
FBGN0040759	FBGN0040759-MONOMER
FBGN0037125	FBGN0037125-MONOMER
FBGN0038238	FBGN0038238-MONOMER
FBGN0033831	FBGN0033831-MONOMER
FBGN0032119	FBGN0032119-MONOMER
FBGN0032024	FBGN0032024-MONOMER
FBGN0031822	FBGN0031822-MONOMER
FBGN0037231	FBGN0037231-MONOMER
FBGN0087021	FBGN0087021-MONOMER
FBGN0051601	FBGN0051601-MONOMER
FBGN0037227	FBGN0037227-MONOMER
FBGN0050029	FBGN0050029-MONOMER
FBGN0027376	FBGN0027376-MONOMER
FBGN0031529	FBGN0031529-MONOMER
FBGN0032400	FBGN0032400-MONOMER
FBGN0051211	FBGN0051211-MONOMER
FBGN0038893	FBGN0038893-MONOMER
FBGN0259718	FBGN0259718-MONOMER
FBGN0028533	FBGN0028533-MONOMER
FBGN0035570	FBGN0035570-MONOMER
FBGN0035012	FBGN0035012-MONOMER
FBGN0035928	FBGN0035928-MONOMER
FBGN0259187	FBGN0259187-MONOMER
FBGN0053797	FBGN0053797-MONOMER
FBGN0051952	FBGN0051952-MONOMER
FBGN0037570	FBGN0037570-MONOMER
FBGN0052790	FBGN0052790-MONOMER
FBGN0033987	FBGN0033987-MONOMER
FBGN0031265	FBGN0031265-MONOMER
FBGN0028901	FBGN0028901-MONOMER
FBGN0028880	FBGN0028880-MONOMER
FBGN0038133	FBGN0038133-MONOMER
FBGN0033862	FBGN0033862-MONOMER
FBGN0036773	FBGN0036773-MONOMER
FBGN0030991	FBGN0030991-MONOMER
FBGN0051769	FBGN0051769-MONOMER
FBGN0029986	FBGN0029986-MONOMER
FBGN0085298	FBGN0085298-MONOMER
FBGN0035204	FBGN0035204-MONOMER
FBGN0028891	FBGN0028891-MONOMER
FBGN0035824	FBGN0035824-MONOMER
FBGN0040906	FBGN0040906-MONOMER
FBGN0030742	FBGN0030742-MONOMER
FBGN0033454	FBGN0033454-MONOMER
FBGN0029952	FBGN0029952-MONOMER
FBGN0029930	FBGN0029930-MONOMER
FBGN0020546	FBGN0020546-MONOMER
FBGN0053653	FBGN0053653-MONOMER
FBGN0052595	FBGN0052595-MONOMER
FBGN0029538	FBGN0029538-MONOMER
FBGN0053700	FBGN0053700-MONOMER
FBGN0037518	FBGN0037518-MONOMER
FBGN0085611	FBGN0085611-MONOMER
FBGN0029694	FBGN0029694-MONOMER
FBGN0035268	FBGN0035268-MONOMER
FBGN0036106	FBGN0036106-MONOMER
FBGN0036094	FBGN0036094-MONOMER
FBGN0010808	FBGN0010808-MONOMER
FBGN0039188	FBGN0039188-MONOMER
FBGN0038642	FBGN0038642-MONOMER
FBGN0250870	FBGN0250870-MONOMER
FBGN0036397	FBGN0036397-MONOMER
FBGN0052033	FBGN0052033-MONOMER
FBGN0029529	FBGN0029529-MONOMER
FBGN0038124	FBGN0038124-MONOMER
FBGN0031723	FBGN0031723-MONOMER
FBGN0030729	FBGN0030729-MONOMER
FBGN0037412	FBGN0037412-MONOMER
FBGN0035193	FBGN0035193-MONOMER
FBGN0050096	FBGN0050096-MONOMER
FBGN0032895	FBGN0032895-MONOMER
FBGN0039801	FBGN0039801-MONOMER
FBGN0036827	FBGN0036827-MONOMER
FBGN0259223	FBGN0259223-MONOMER
FBGN0051032	FBGN0051032-MONOMER
FBGN0030820	FBGN0030820-MONOMER
FBGN0052672	FBGN0052672-MONOMER
FBGN0033648	FBGN0033648-MONOMER
FBGN0053463	FBGN0053463-MONOMER
FBGN0043865	FBGN0043865-MONOMER
FBGN0085368	FBGN0085368-MONOMER
FBGN0037880	FBGN0037880-MONOMER
FBGN0051908	FBGN0051908-MONOMER
FBGN0038092	FBGN0038092-MONOMER
FBGN0004133	FBGN0004133-MONOMER
FBGN0037633	FBGN0037633-MONOMER
FBGN0034606	FBGN0034606-MONOMER
FBGN0037464	FBGN0037464-MONOMER
FBGN0033757	FBGN0033757-MONOMER
FBGN0085639	FBGN0085639-MONOMER
FBGN0003285	FBGN0003285-MONOMER
FBGN0037792	FBGN0037792-MONOMER
FBGN0036417	FBGN0036417-MONOMER
FBGN0034068	FBGN0034068-MONOMER
FBGN0043854	FBGN0043854-MONOMER
FBGN0042138	FBGN0042138-MONOMER
FBGN0031189	FBGN0031189-MONOMER
FBGN0083949	FBGN0083949-MONOMER
FBGN0031591	FBGN0031591-MONOMER
FBGN0038589	FBGN0038589-MONOMER
FBGN0034382	FBGN0034382-MONOMER
FBGN0259184	FBGN0259184-MONOMER
FBGN0259736	FBGN0259736-MONOMER
FBGN0037383	FBGN0037383-MONOMER
FBGN0039356	FBGN0039356-MONOMER
FBGN0030260	FBGN0030260-MONOMER
FBGN0037777	FBGN0037777-MONOMER
FBGN0036177	FBGN0036177-MONOMER
FBGN0085582	FBGN0085582-MONOMER
FBGN0011670	FBGN0011670-MONOMER
FBGN0054024	FBGN0054024-MONOMER
FBGN0034745	FBGN0034745-MONOMER
FBGN0039104	FBGN0039104-MONOMER
FBGN0037530	FBGN0037530-MONOMER
FBGN0030804	FBGN0030804-MONOMER
FBGN0052685	FBGN0052685-MONOMER
FBGN0040496	FBGN0040496-MONOMER
FBGN0030063	FBGN0030063-MONOMER
FBGN0037366	FBGN0037366-MONOMER
FBGN0052835	FBGN0052835-MONOMER
FBGN0038814	FBGN0038814-MONOMER
FBGN0037676	FBGN0037676-MONOMER
FBGN0040895	FBGN0040895-MONOMER
FBGN0038891	FBGN0038891-MONOMER
FBGN0033323	FBGN0033323-MONOMER
FBGN0040342	FBGN0040342-MONOMER
FBGN0036277	FBGN0036277-MONOMER
FBGN0259738	FBGN0259738-MONOMER
FBGN0035388	FBGN0035388-MONOMER
FBGN0084033	FBGN0084033-MONOMER
FBGN0038908	FBGN0038908-MONOMER
FBGN0051419	FBGN0051419-MONOMER
FBGN0051084	FBGN0051084-MONOMER
FBGN0036345	FBGN0036345-MONOMER
FBGN0027534	FBGN0027534-MONOMER
FBGN0022085	FBGN0022085-MONOMER
FBGN0015336	FBGN0015336-MONOMER
FBGN0038869	FBGN0038869-MONOMER
FBGN0032483	FBGN0032483-MONOMER
FBGN0036501	FBGN0036501-MONOMER
FBGN0085328	FBGN0085328-MONOMER
FBGN0053107	FBGN0053107-MONOMER
FBGN0033588	FBGN0033588-MONOMER
FBGN0058085	FBGN0058085-MONOMER
FBGN0002865	FBGN0002865-MONOMER
FBGN0051790	FBGN0051790-MONOMER
FBGN0025388	FBGN0025388-MONOMER
FBGN0032309	FBGN0032309-MONOMER
FBGN0053510	FBGN0053510-MONOMER
FBGN0053309	FBGN0053309-MONOMER
FBGN0035110	FBGN0035110-MONOMER
FBGN0033392	FBGN0033392-MONOMER
FBGN0037560	FBGN0037560-MONOMER
FBGN0030443	FBGN0030443-MONOMER
FBGN0036805	FBGN0036805-MONOMER
FBGN0032089	FBGN0032089-MONOMER
FBGN0028583	FBGN0028583-MONOMER
FBGN0031736	FBGN0031736-MONOMER
FBGN0035258	FBGN0035258-MONOMER
FBGN0040811	FBGN0040811-MONOMER
FBGN0026149	FBGN0026149-MONOMER
FBGN0029645	FBGN0029645-MONOMER
FBGN0083955	FBGN0083955-MONOMER
FBGN0031381	FBGN0031381-MONOMER
FBGN0035856	FBGN0035856-MONOMER
FBGN0034484	FBGN0034484-MONOMER
FBGN0035867	FBGN0035867-MONOMER
FBGN0029639	FBGN0029639-MONOMER
FBGN0039197	FBGN0039197-MONOMER
FBGN0085633	FBGN0085633-MONOMER
FBGN0028854	FBGN0028854-MONOMER
FBGN0033784	FBGN0033784-MONOMER
FBGN0085496	FBGN0085496-MONOMER
FBGN0051805	FBGN0051805-MONOMER
FBGN0259181	FBGN0259181-MONOMER
FBGN0028377	FBGN0028377-MONOMER
FBGN0036210	FBGN0036210-MONOMER
FBGN0035756	FBGN0035756-MONOMER
FBGN0030028	FBGN0030028-MONOMER
FBGN0031966	FBGN0031966-MONOMER
FBGN0000158	FBGN0000158-MONOMER
FBGN0039753	FBGN0039753-MONOMER
FBGN0053497	FBGN0053497-MONOMER
FBGN0085293	FBGN0085293-MONOMER
FBGN0031959	FBGN0031959-MONOMER
FBGN0031082	FBGN0031082-MONOMER
FBGN0032420	FBGN0032420-MONOMER
FBGN0036733	FBGN0036733-MONOMER
FBGN0036181	FBGN0036181-MONOMER
FBGN0035475	FBGN0035475-MONOMER
FBGN0038331	FBGN0038331-MONOMER
FBGN0032428	FBGN0032428-MONOMER
FBGN0037171	FBGN0037171-MONOMER
FBGN0050053	FBGN0050053-MONOMER
FBGN0032488	FBGN0032488-MONOMER
FBGN0001281	FBGN0001281-MONOMER
FBGN0085359	FBGN0085359-MONOMER
FBGN0051363	FBGN0051363-MONOMER
FBGN0032856	FBGN0032856-MONOMER
FBGN0038582	FBGN0038582-MONOMER
FBGN0037016	FBGN0037016-MONOMER
FBGN0052823	FBGN0052823-MONOMER
FBGN0019947	FBGN0019947-MONOMER
FBGN0029892	FBGN0029892-MONOMER
FBGN0024985	FBGN0024985-MONOMER
FBGN0036514	FBGN0036514-MONOMER
FBGN0035197	FBGN0035197-MONOMER
FBGN0032436	FBGN0032436-MONOMER
FBGN0029161	FBGN0029161-MONOMER
FBGN0035112	FBGN0035112-MONOMER
FBGN0033136	FBGN0033136-MONOMER
FBGN0052425	FBGN0052425-MONOMER
FBGN0030507	FBGN0030507-MONOMER
FBGN0028955	FBGN0028955-MONOMER
FBGN0040743	FBGN0040743-MONOMER
FBGN0036218	FBGN0036218-MONOMER
FBGN0053060	FBGN0053060-MONOMER
FBGN0037708	FBGN0037708-MONOMER
FBGN0052855	FBGN0052855-MONOMER
FBGN0085583	FBGN0085583-MONOMER
FBGN0035429	FBGN0035429-MONOMER
FBGN0045862	FBGN0045862-MONOMER
FBGN0037177	FBGN0037177-MONOMER
FBGN0034631	FBGN0034631-MONOMER
FBGN0035470	FBGN0035470-MONOMER
FBGN0036139	FBGN0036139-MONOMER
FBGN0058207	FBGN0058207-MONOMER
FBGN0040809	FBGN0040809-MONOMER
FBGN0020269	FBGN0020269-MONOMER
FBGN0058384	FBGN0058384-MONOMER
FBGN0051495	FBGN0051495-MONOMER
FBGN0034906	FBGN0034906-MONOMER
FBGN0052066	FBGN0052066-MONOMER
FBGN0052163	FBGN0052163-MONOMER
FBGN0051360	FBGN0051360-MONOMER
FBGN0038460	FBGN0038460-MONOMER
FBGN0039514	FBGN0039514-MONOMER
FBGN0032422	FBGN0032422-MONOMER
FBGN0054043	FBGN0054043-MONOMER
FBGN0032648	FBGN0032648-MONOMER
FBGN0030814	FBGN0030814-MONOMER
FBGN0037234	FBGN0037234-MONOMER
FBGN0037377	FBGN0037377-MONOMER
FBGN0052380	FBGN0052380-MONOMER
FBGN0031753	FBGN0031753-MONOMER
FBGN0085495	FBGN0085495-MONOMER
FBGN0040992	FBGN0040992-MONOMER
FBGN0034027	FBGN0034027-MONOMER
FBGN0069923	FBGN0069923-MONOMER
FBGN0031640	FBGN0031640-MONOMER
FBGN0034901	FBGN0034901-MONOMER
FBGN0033938	FBGN0033938-MONOMER
FBGN0036606	FBGN0036606-MONOMER
FBGN0038539	FBGN0038539-MONOMER
FBGN0052556	FBGN0052556-MONOMER
FBGN0036735	FBGN0036735-MONOMER
FBGN0031003	FBGN0031003-MONOMER
FBGN0052690	FBGN0052690-MONOMER
FBGN0034835	FBGN0034835-MONOMER
FBGN0032621	FBGN0032621-MONOMER
FBGN0028520	FBGN0028520-MONOMER
FBGN0259739	FBGN0259739-MONOMER
FBGN0034423	FBGN0034423-MONOMER
FBGN0032768	FBGN0032768-MONOMER
FBGN0085653	FBGN0085653-MONOMER
FBGN0037761	FBGN0037761-MONOMER
FBGN0052459	FBGN0052459-MONOMER
FBGN0037137	FBGN0037137-MONOMER
FBGN0032017	FBGN0032017-MONOMER
FBGN0053136	FBGN0053136-MONOMER
FBGN0038478	FBGN0038478-MONOMER
FBGN0032419	FBGN0032419-MONOMER
FBGN0039234	FBGN0039234-MONOMER
FBGN0052779	FBGN0052779-MONOMER
FBGN0046831	FBGN0046831-MONOMER
FBGN0028855	FBGN0028855-MONOMER
FBGN0013688	FBGN0013688-MONOMER
FBGN0037007	FBGN0037007-MONOMER
FBGN0031725	FBGN0031725-MONOMER
FBGN0058339	FBGN0058339-MONOMER
FBGN0085192	FBGN0085192-MONOMER
FBGN0036149	FBGN0036149-MONOMER
FBGN0001280	FBGN0001280-MONOMER
FBGN0035316	FBGN0035316-MONOMER
FBGN0014848	FBGN0014848-MONOMER
FBGN0037769	FBGN0037769-MONOMER
FBGN0022224	FBGN0022224-MONOMER
FBGN0037415	FBGN0037415-MONOMER
FBGN0053673	FBGN0053673-MONOMER
FBGN0031662	FBGN0031662-MONOMER
FBGN0040360	FBGN0040360-MONOMER
FBGN0051436	FBGN0051436-MONOMER
FBGN0085290	FBGN0085290-MONOMER
FBGN0052111	FBGN0052111-MONOMER
FBGN0032218	FBGN0032218-MONOMER
FBGN0040732	FBGN0040732-MONOMER
FBGN0054050	FBGN0054050-MONOMER
FBGN0035933	FBGN0035933-MONOMER
FBGN0026076	FBGN0026076-MONOMER
FBGN0036223	FBGN0036223-MONOMER
FBGN0033042	FBGN0033042-MONOMER
FBGN0033703	FBGN0033703-MONOMER
FBGN0039711	FBGN0039711-MONOMER
FBGN0052639	FBGN0052639-MONOMER
FBGN0035011	FBGN0035011-MONOMER
FBGN0026088	FBGN0026088-MONOMER
FBGN0054016	FBGN0054016-MONOMER
FBGN0034646	FBGN0034646-MONOMER
FBGN0039126	FBGN0039126-MONOMER
FBGN0034056	FBGN0034056-MONOMER
FBGN0046823	FBGN0046823-MONOMER
FBGN0039202	FBGN0039202-MONOMER
FBGN0037998	FBGN0037998-MONOMER
FBGN0038386	FBGN0038386-MONOMER
FBGN0051814	FBGN0051814-MONOMER
FBGN0036246	FBGN0036246-MONOMER
FBGN0032921	FBGN0032921-MONOMER
FBGN0034283	FBGN0034283-MONOMER
FBGN0034051	FBGN0034051-MONOMER
FBGN0034998	FBGN0034998-MONOMER
FBGN0054026	FBGN0054026-MONOMER
FBGN0038763	FBGN0038763-MONOMER
FBGN0035462	FBGN0035462-MONOMER
FBGN0085727	FBGN0085727-MONOMER
FBGN0040968	FBGN0040968-MONOMER
FBGN0032368	FBGN0032368-MONOMER
FBGN0029749	FBGN0029749-MONOMER
FBGN0040666	FBGN0040666-MONOMER
FBGN0030054	FBGN0030054-MONOMER
FBGN0041723	FBGN0041723-MONOMER
FBGN0032848	FBGN0032848-MONOMER
FBGN0051901	FBGN0051901-MONOMER
FBGN0051976	FBGN0051976-MONOMER
FBGN0259704	FBGN0259704-MONOMER
FBGN0036783	FBGN0036783-MONOMER
FBGN0052458	FBGN0052458-MONOMER
FBGN0028853	FBGN0028853-MONOMER
FBGN0036922	FBGN0036922-MONOMER
FBGN0052631	FBGN0052631-MONOMER
FBGN0085350	FBGN0085350-MONOMER
FBGN0022069	FBGN0022069-MONOMER
FBGN0016926	FBGN0016926-MONOMER
FBGN0036070	FBGN0036070-MONOMER
FBGN0034210	FBGN0034210-MONOMER
FBGN0259236	FBGN0259236-MONOMER
FBGN0050469	FBGN0050469-MONOMER
FBGN0042101	FBGN0042101-MONOMER
FBGN0030908	FBGN0030908-MONOMER
FBGN0035315	FBGN0035315-MONOMER
FBGN0034416	FBGN0034416-MONOMER
FBGN0037565	FBGN0037565-MONOMER
FBGN0053333	FBGN0053333-MONOMER
FBGN0037299	FBGN0037299-MONOMER
FBGN0085607	FBGN0085607-MONOMER
FBGN0033427	FBGN0033427-MONOMER
FBGN0085253	FBGN0085253-MONOMER
FBGN0036196	FBGN0036196-MONOMER
FBGN0038056	FBGN0038056-MONOMER
FBGN0250846	FBGN0250846-MONOMER
FBGN0029940	FBGN0029940-MONOMER
FBGN0032448	FBGN0032448-MONOMER
FBGN0043455	FBGN0043455-MONOMER
FBGN0053207	FBGN0053207-MONOMER
FBGN0034284	FBGN0034284-MONOMER
FBGN0039467	FBGN0039467-MONOMER
FBGN0034400	FBGN0034400-MONOMER
FBGN0035241	FBGN0035241-MONOMER
FBGN0086698	FBGN0086698-MONOMER
FBGN0032037	FBGN0032037-MONOMER
FBGN0085362	FBGN0085362-MONOMER
FBGN0032704	FBGN0032704-MONOMER
FBGN0039439	FBGN0039439-MONOMER
FBGN0039336	FBGN0039336-MONOMER
FBGN0032629	FBGN0032629-MONOMER
FBGN0051959	FBGN0051959-MONOMER
FBGN0032033	FBGN0032033-MONOMER
FBGN0038055	FBGN0038055-MONOMER
FBGN0040900	FBGN0040900-MONOMER
FBGN0031435	FBGN0031435-MONOMER
FBGN0034099	FBGN0034099-MONOMER
FBGN0085641	FBGN0085641-MONOMER
FBGN0032724	FBGN0032724-MONOMER
FBGN0085219	FBGN0085219-MONOMER
FBGN0031130	FBGN0031130-MONOMER
FBGN0040357	FBGN0040357-MONOMER
FBGN0037009	FBGN0037009-MONOMER
FBGN0053284	FBGN0053284-MONOMER
FBGN0085712	FBGN0085712-MONOMER
FBGN0030821	FBGN0030821-MONOMER
FBGN0085363	FBGN0085363-MONOMER
FBGN0035229	FBGN0035229-MONOMER
FBGN0033215	FBGN0033215-MONOMER
FBGN0051081	FBGN0051081-MONOMER
FBGN0037065	FBGN0037065-MONOMER
FBGN0040816	FBGN0040816-MONOMER
FBGN0259198	FBGN0259198-MONOMER
FBGN0035996	FBGN0035996-MONOMER
FBGN0039431	FBGN0039431-MONOMER
FBGN0036993	FBGN0036993-MONOMER
FBGN0033789	FBGN0033789-MONOMER
FBGN0050015	FBGN0050015-MONOMER
FBGN0038568	FBGN0038568-MONOMER
FBGN0028412	FBGN0028412-MONOMER
FBGN0058096	FBGN0058096-MONOMER
FBGN0037631	FBGN0037631-MONOMER
FBGN0032809	FBGN0032809-MONOMER
FBGN0032909	FBGN0032909-MONOMER
FBGN0036870	FBGN0036870-MONOMER
FBGN0046222	FBGN0046222-MONOMER
FBGN0032075	FBGN0032075-MONOMER
FBGN0038073	FBGN0038073-MONOMER
FBGN0085327	FBGN0085327-MONOMER
FBGN0038739	FBGN0038739-MONOMER
FBGN0250747	FBGN0250747-MONOMER
FBGN0015946	FBGN0015946-MONOMER
FBGN0031150	FBGN0031150-MONOMER
FBGN0035855	FBGN0035855-MONOMER
FBGN0033145	FBGN0033145-MONOMER
FBGN0037413	FBGN0037413-MONOMER
FBGN0035170	FBGN0035170-MONOMER
FBGN0030743	FBGN0030743-MONOMER
FBGN0010388	FBGN0010388-MONOMER
FBGN0052856	FBGN0052856-MONOMER
FBGN0031088	FBGN0031088-MONOMER
FBGN0037023	FBGN0037023-MONOMER
FBGN0034725	FBGN0034725-MONOMER
FBGN0032189	FBGN0032189-MONOMER
FBGN0053630	FBGN0053630-MONOMER
FBGN0031715	FBGN0031715-MONOMER
FBGN0037405	FBGN0037405-MONOMER
FBGN0029818	FBGN0029818-MONOMER
FBGN0032790	FBGN0032790-MONOMER
FBGN0036258	FBGN0036258-MONOMER
FBGN0034330	FBGN0034330-MONOMER
FBGN0050458	FBGN0050458-MONOMER
FBGN0031729	FBGN0031729-MONOMER
FBGN0032899	FBGN0032899-MONOMER
FBGN0039008	FBGN0039008-MONOMER
FBGN0085198	FBGN0085198-MONOMER
FBGN0031247	FBGN0031247-MONOMER
FBGN0051846	FBGN0051846-MONOMER
FBGN0039313	FBGN0039313-MONOMER
FBGN0034683	FBGN0034683-MONOMER
FBGN0061198	FBGN0061198-MONOMER
FBGN0053301	FBGN0053301-MONOMER
FBGN0031314	FBGN0031314-MONOMER
FBGN0051088	FBGN0051088-MONOMER
FBGN0035805	FBGN0035805-MONOMER
FBGN0053507	FBGN0053507-MONOMER
FBGN0003087	FBGN0003087-MONOMER
FBGN0028904	FBGN0028904-MONOMER
FBGN0036594	FBGN0036594-MONOMER
FBGN0030794	FBGN0030794-MONOMER
FBGN0259732	FBGN0259732-MONOMER
FBGN0085568	FBGN0085568-MONOMER
FBGN0034867	FBGN0034867-MONOMER
FBGN0022344	FBGN0022344-MONOMER
FBGN0032805	FBGN0032805-MONOMER
FBGN0032060	FBGN0032060-MONOMER
FBGN0054006	FBGN0054006-MONOMER
FBGN0038387	FBGN0038387-MONOMER
FBGN0035249	FBGN0035249-MONOMER
FBGN0037520	FBGN0037520-MONOMER
FBGN0030832	FBGN0030832-MONOMER
FBGN0085608	FBGN0085608-MONOMER
FBGN0038087	FBGN0038087-MONOMER
FBGN0085485	FBGN0085485-MONOMER
FBGN0036089	FBGN0036089-MONOMER
FBGN0052829	FBGN0052829-MONOMER
FBGN0038761	FBGN0038761-MONOMER
FBGN0032015	FBGN0032015-MONOMER
FBGN0053643	FBGN0053643-MONOMER
FBGN0038052	FBGN0038052-MONOMER
FBGN0030520	FBGN0030520-MONOMER
FBGN0038789	FBGN0038789-MONOMER
FBGN0037728	FBGN0037728-MONOMER
FBGN0039485	FBGN0039485-MONOMER
FBGN0040606	FBGN0040606-MONOMER
FBGN0034352	FBGN0034352-MONOMER
FBGN0033326	FBGN0033326-MONOMER
FBGN0038291	FBGN0038291-MONOMER
FBGN0035377	FBGN0035377-MONOMER
FBGN0037810	FBGN0037810-MONOMER
FBGN0083985	FBGN0083985-MONOMER
FBGN0085558	FBGN0085558-MONOMER
FBGN0085728	FBGN0085728-MONOMER
FBGN0033702	FBGN0033702-MONOMER
FBGN0040941	FBGN0040941-MONOMER
FBGN0051736	FBGN0051736-MONOMER
FBGN0035000	FBGN0035000-MONOMER
FBGN0085240	FBGN0085240-MONOMER
FBGN0032771	FBGN0032771-MONOMER
FBGN0032527	FBGN0032527-MONOMER
FBGN0035381	FBGN0035381-MONOMER
FBGN0250831	FBGN0250831-MONOMER
FBGN0085507	FBGN0085507-MONOMER
FBGN0051141	FBGN0051141-MONOMER
FBGN0051206	FBGN0051206-MONOMER
FBGN0025878	FBGN0025878-MONOMER
FBGN0026087	FBGN0026087-MONOMER
FBGN0085685	FBGN0085685-MONOMER
FBGN0038820	FBGN0038820-MONOMER
FBGN0029937	FBGN0029937-MONOMER
FBGN0038533	FBGN0038533-MONOMER
FBGN0033587	FBGN0033587-MONOMER
FBGN0039065	FBGN0039065-MONOMER
FBGN0085510	FBGN0085510-MONOMER
FBGN0039301	FBGN0039301-MONOMER
FBGN0005633	FBGN0005633-MONOMER
FBGN0037797	FBGN0037797-MONOMER
FBGN0052259	FBGN0052259-MONOMER
FBGN0033582	FBGN0033582-MONOMER
FBGN0032948	FBGN0032948-MONOMER
FBGN0029990	FBGN0029990-MONOMER
FBGN0259219	FBGN0259219-MONOMER
FBGN0032497	FBGN0032497-MONOMER
FBGN0086371	FBGN0086371-MONOMER
FBGN0046814	FBGN0046814-MONOMER
FBGN0036962	FBGN0036962-MONOMER
FBGN0061209	FBGN0061209-MONOMER
FBGN0085569	FBGN0085569-MONOMER
FBGN0058268	FBGN0058268-MONOMER
FBGN0058211	FBGN0058211-MONOMER
FBGN0031721	FBGN0031721-MONOMER
FBGN0051781	FBGN0051781-MONOMER
FBGN0002878	FBGN0002878-MONOMER
FBGN0036894	FBGN0036894-MONOMER
FBGN0034720	FBGN0034720-MONOMER
FBGN0029095	FBGN0029095-MONOMER
FBGN0038111	FBGN0038111-MONOMER
FBGN0051894	FBGN0051894-MONOMER
FBGN0036219	FBGN0036219-MONOMER
FBGN0039307	FBGN0039307-MONOMER
FBGN0050324	FBGN0050324-MONOMER
FBGN0036206	FBGN0036206-MONOMER
FBGN0028543	FBGN0028543-MONOMER
FBGN0037191	FBGN0037191-MONOMER
FBGN0036350	FBGN0036350-MONOMER
FBGN0028941	FBGN0028941-MONOMER
FBGN0034455	FBGN0034455-MONOMER
FBGN0032286	FBGN0032286-MONOMER
FBGN0002354	FBGN0002354-MONOMER
FBGN0033848	FBGN0033848-MONOMER
FBGN0058188	FBGN0058188-MONOMER
FBGN0041709	FBGN0041709-MONOMER
FBGN0051526	FBGN0051526-MONOMER
FBGN0052598	FBGN0052598-MONOMER
FBGN0039196	FBGN0039196-MONOMER
FBGN0038097	FBGN0038097-MONOMER
FBGN0033195	FBGN0033195-MONOMER
FBGN0034206	FBGN0034206-MONOMER
FBGN0259702	FBGN0259702-MONOMER
FBGN0033816	FBGN0033816-MONOMER
FBGN0053454	FBGN0053454-MONOMER
FBGN0033108	FBGN0033108-MONOMER
FBGN0035416	FBGN0035416-MONOMER
FBGN0053919	FBGN0053919-MONOMER
FBGN0038198	FBGN0038198-MONOMER
FBGN0085524	FBGN0085524-MONOMER
FBGN0050418	FBGN0050418-MONOMER
FBGN0034543	FBGN0034543-MONOMER
FBGN0032030	FBGN0032030-MONOMER
FBGN0052306	FBGN0052306-MONOMER
FBGN0037779	FBGN0037779-MONOMER
FBGN0028500	FBGN0028500-MONOMER
FBGN0038153	FBGN0038153-MONOMER
FBGN0085399	FBGN0085399-MONOMER
FBGN0085658	FBGN0085658-MONOMER
FBGN0034104	FBGN0034104-MONOMER
FBGN0051323	FBGN0051323-MONOMER
FBGN0034918	FBGN0034918-MONOMER
FBGN0083947	FBGN0083947-MONOMER
FBGN0085316	FBGN0085316-MONOMER
FBGN0036906	FBGN0036906-MONOMER
FBGN0050429	FBGN0050429-MONOMER
FBGN0039114	FBGN0039114-MONOMER
FBGN0040795	FBGN0040795-MONOMER
FBGN0030090	FBGN0030090-MONOMER
FBGN0036057	FBGN0036057-MONOMER
FBGN0032315	FBGN0032315-MONOMER
FBGN0053129	FBGN0053129-MONOMER
FBGN0035139	FBGN0035139-MONOMER
FBGN0033471	FBGN0033471-MONOMER
FBGN0050424	FBGN0050424-MONOMER
FBGN0058463	FBGN0058463-MONOMER
FBGN0030841	FBGN0030841-MONOMER
FBGN0035059	FBGN0035059-MONOMER
FBGN0033477	FBGN0033477-MONOMER
FBGN0050050	FBGN0050050-MONOMER
FBGN0030400	FBGN0030400-MONOMER
FBGN0030992	FBGN0030992-MONOMER
FBGN0083979	FBGN0083979-MONOMER
FBGN0034435	FBGN0034435-MONOMER
FBGN0085209	FBGN0085209-MONOMER
FBGN0034047	FBGN0034047-MONOMER
FBGN0038566	FBGN0038566-MONOMER
FBGN0052832	FBGN0052832-MONOMER
FBGN0036016	FBGN0036016-MONOMER
FBGN0052196	FBGN0052196-MONOMER
FBGN0052643	FBGN0052643-MONOMER
FBGN0037152	FBGN0037152-MONOMER
FBGN0085213	FBGN0085213-MONOMER
